"attestation_id","data_source","contract_id","allocation_id","smart_contract_address","batchID","network","zl_protocol_version","minerID","beneficiary","beneficiary_country","supply_country","supply_location","volume_required","start_date","end_date","redemption_purpose","attestation_folder"
"20220501_ACT_PL_transaction_1_attestation_742","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_838","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1558,246,"ZL 1.0.0","f042558","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1558 - Filecoin minerID f042558","CN","CN","CN-XJ","49","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1558. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f042558","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_743","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_839","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1559,246,"ZL 1.0.0","f042567","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1559 - Filecoin minerID f042567","CN","CN","CN-JS","3","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1559. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f042567","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_744","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_840","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1560,246,"ZL 1.0.0","f042635","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1560 - Filecoin minerID f042635","CN","CN","CN-XJ","49","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1560. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f042635","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_745","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_841","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1561,246,"ZL 1.0.0","f042896","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1561 - Filecoin minerID f042896","CN","CN","CN-SC","6","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1561. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f042896","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_746","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_842","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1562,246,"ZL 1.0.0","f043929","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1562 - Filecoin minerID f043929","CN","CN","CN-BJ","11","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1562. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f043929","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_747","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_843","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1563,246,"ZL 1.0.0","f044160","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1563 - Filecoin minerID f044160","CN","CN","CN-GD","10","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1563. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f044160","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_748","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_844","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1564,246,"ZL 1.0.0","f044315","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1564 - Filecoin minerID f044315","CN","CN","CN-ZJ","16","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1564. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f044315","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_749","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_845","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1565,246,"ZL 1.0.0","f045505","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1565 - Filecoin minerID f045505","CN","CN","CN-NM","1","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1565. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f045505","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_750","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_846","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1566,246,"ZL 1.0.0","f046073","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1566 - Filecoin minerID f046073","CN","CN","CN-SH","1","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1566. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f046073","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_751","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_847","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1567,246,"ZL 1.0.0","f046074","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1567 - Filecoin minerID f046074","CN","CN","CN-SH","1","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1567. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f046074","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_752","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_848","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1568,246,"ZL 1.0.0","f047857","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1568 - Filecoin minerID f047857","CN","CN","CN-FJ","825","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1568. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f047857","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_753","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_849","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1569,246,"ZL 1.0.0","f047868","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1569 - Filecoin minerID f047868","CN","CN","CN-FJ","27","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1569. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f047868","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_754","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_850","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1570,246,"ZL 1.0.0","f048135","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1570 - Filecoin minerID f048135","CN","CN","CN-CQ","2","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1570. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f048135","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_755","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_851","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1571,246,"ZL 1.0.0","f048172","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1571 - Filecoin minerID f048172","CN","CN","CN-JS","1","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1571. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f048172","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_756","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_852","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1572,246,"ZL 1.0.0","f048192","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1572 - Filecoin minerID f048192","CN","CN","CN-JS","1","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1572. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f048192","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_757","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_853","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1573,246,"ZL 1.0.0","f048669","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1573 - Filecoin minerID f048669","CN","CN","CN-JS","278","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1573. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f048669","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_758","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_854","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1574,246,"ZL 1.0.0","f050260","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1574 - Filecoin minerID f050260","CN","CN","CN-JS","2","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1574. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f050260","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_759","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_855","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1575,246,"ZL 1.0.0","f052701","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1575 - Filecoin minerID f052701","CN","CN","CN-BJ","79","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1575. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f052701","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_760","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_856","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1576,246,"ZL 1.0.0","f053088","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1576 - Filecoin minerID f053088","CN","CN","CN-SH","3","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1576. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f053088","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_761","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_857","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1577,246,"ZL 1.0.0","f053229","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1577 - Filecoin minerID f053229","CN","CN","CN-SD","555","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1577. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f053229","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_762","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_858","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1578,246,"ZL 1.0.0","f054120","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1578 - Filecoin minerID f054120","CN","CN","CN-SC","213","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1578. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f054120","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_763","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_859","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1579,246,"ZL 1.0.0","f054163","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1579 - Filecoin minerID f054163","CN","CN","CN-GD","3","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1579. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f054163","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_764","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_860","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1580,246,"ZL 1.0.0","f054370","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1580 - Filecoin minerID f054370","CN","CN","CN-GD","207","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1580. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f054370","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_765","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_861","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1581,246,"ZL 1.0.0","f054414","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1581 - Filecoin minerID f054414","CN","CN","CN-FJ","4","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1581. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f054414","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_766","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_862","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1582,246,"ZL 1.0.0","f054415","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1582 - Filecoin minerID f054415","CN","CN","CN-FJ","31","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1582. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f054415","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_767","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_863","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1583,246,"ZL 1.0.0","f054417","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1583 - Filecoin minerID f054417","CN","CN","CN-FJ","2","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1583. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f054417","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_768","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_864","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1584,246,"ZL 1.0.0","f054418","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1584 - Filecoin minerID f054418","CN","CN","CN-FJ","7","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1584. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f054418","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_769","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_865","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1585,246,"ZL 1.0.0","f054420","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1585 - Filecoin minerID f054420","CN","CN","CN-FJ","25","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1585. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f054420","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_770","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_866","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1586,246,"ZL 1.0.0","f054464","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1586 - Filecoin minerID f054464","CN","CN","CN-GZ","97","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1586. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f054464","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_771","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_867","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1587,246,"ZL 1.0.0","f054499","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1587 - Filecoin minerID f054499","CN","CN","CN-XX","127","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1587. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f054499","20220510_ACT_PL_transaction_1_delivery_1"
"20220501_ACT_PL_transaction_1_attestation_772","auto","20220501_ACT_PL_transaction_1_contract_16","20220501_ACT_PL_transaction_1_allocation_868","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",1588,246,"ZL 1.0.0","f055102","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 1588 - Filecoin minerID f055102","CN","CN","CN-GD","53","2021-01-04","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 1588. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f055102","20220510_ACT_PL_transaction_1_delivery_1"
