"ID","name","country","location","redemption_account","volume_required","start_date","end_date","redemption_purpose"
"","f059788","CN","CN-GD","Guedin Windfarm",15,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f059788"
"","f060072","CN","CN-CQ","Guedin Windfarm",26,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f060072"
"","f061158","CN","CN-HA","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f061158"
"","f061407","CN","CN-GD","Guedin Windfarm",61,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f061407"
"","f062260","CN","CN-GD","Guedin Windfarm",5,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f062260"
"","f063628","CN","CN-AH","Guedin Windfarm",16,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f063628"
"","f065200","CN","CN-SC","Guedin Windfarm",19,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f065200"
"","f066104","CN","CN-XJ","Guedin Windfarm",170,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f066104"
"","f066270","CN","CN-GD","Guedin Windfarm",329,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f066270"
"","f067375","CN","CN-XX","Guedin Windfarm",61,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f067375"
"","f068096","CN","CN-SC","Guedin Windfarm",64,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f068096"
"","f068528","CN","CN-SH","Guedin Windfarm",8,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f068528"
"","f073552","CN","CN-XJ","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f073552"
"","f078465","CN","CN-SN","Guedin Windfarm",10,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f078465"
"","f079007","CN","CN-SD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f079007"
"","f079197","CN","CN-XJ","Guedin Windfarm",59,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f079197"
"","f079370","CN","CN-FJ","Guedin Windfarm",38,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f079370"
"","f079426","CN","CN-SD","Guedin Windfarm",15,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f079426"
"","f079815","CN","CN-ZJ","Guedin Windfarm",249,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f079815"
"","f082000","CN","CN-XX","Guedin Windfarm",13,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f082000"
"","f082095","CN","CN-SC","Guedin Windfarm",219,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f082095"
"","f082452","CN","CN-GD","Guedin Windfarm",163,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f082452"
"","f082617","CN","CN-FJ","Guedin Windfarm",29,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f082617"
"","f082635","CN","CN-SC","Guedin Windfarm",32,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f082635"
"","f083065","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f083065"
"","f083638","CN","CN-CQ","Guedin Windfarm",34,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f083638"
"","f085437","CN","CN-ZJ","Guedin Windfarm",126,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f085437"
"","f085899","CN","CN-JS","Guedin Windfarm",5,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f085899"
"","f086028","CN","CN-JS","Guedin Windfarm",65,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f086028"
"","f086151","CN","CN-GD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f086151"
"","f087965","CN","CN-JS","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f087965"
"","f090387","CN","CN-FJ","Guedin Windfarm",78,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f090387"
"","f092514","CN","CN-XJ","Guedin Windfarm",103,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f092514"
"","f093115","CN","CN-SH","Guedin Windfarm",15,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f093115"
"","f093658","CN","CN-XX","Guedin Windfarm",48,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f093658"
"","f094374","CN","CN-ZJ","Guedin Windfarm",25,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f094374"
"","f094765","CN","CN-TJ","Guedin Windfarm",48,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f094765"
"","f095334","CN","CN-GZ","Guedin Windfarm",57,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f095334"
"","f096974","CN","CN-CQ","Guedin Windfarm",28,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f096974"
"","f097370","CN","CN-HA","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f097370"
"","f097569","CN","CN-GD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f097569"
"","f097687","CN","CN-JS","Guedin Windfarm",17,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f097687"
"","f097840","CN","CN-SC","Guedin Windfarm",9,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f097840"
"","f099239","CN","HK","Guedin Windfarm",357,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099239"
"","f099369","CN","CN-ZJ","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099369"
"","f099387","CN","CN-HE","Guedin Windfarm",9,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099387"
"","f099705","CN","CN-SD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099705"
"","f0101018","CN","CN-HA","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0101018"
"","f0102358","CN","CN-GZ","Guedin Windfarm",43,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102358"
"","f0102374","CN","CN-XJ","Guedin Windfarm",71,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102374"
"","f0102376","CN","CN-XJ","Guedin Windfarm",121,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102376"
"","f0102641","CN","CN-GD","Guedin Windfarm",75,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102641"
"","f0103396","CN","CN-ZJ","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0103396"
"","f0103710","CN","CN-GZ","Guedin Windfarm",41,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0103710"
"","f0103851","CN","CN-XJ","Guedin Windfarm",71,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0103851"
"","f0107753","CN","CN-SH","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0107753"
"","f0108672","CN","CN-XJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0108672"
"","f0109606","CN","CN-FJ","Guedin Windfarm",20,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0109606"
"","f0109743","CN","CN-JS","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0109743"
"","f0109901","CN","CN-LN","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0109901"
"","f0110110","CN","CN-HA","Guedin Windfarm",7,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110110"
"","f0110133","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110133"
"","f0110442","CN","CN-FJ","Guedin Windfarm",36,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110442"
"","f0110936","CN","CN-FJ","Guedin Windfarm",20,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110936"
"","f0110944","CN","CN-GD","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110944"
"","f0111174","CN","CN-GD","Guedin Windfarm",34,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0111174"
"","f0112087","CN","CN-FJ","Guedin Windfarm",263,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0112087"
"","f0113008","CN","HK","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0113008"
"","f0114338","CN","CN-GD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0114338"
"","f0114868","CN","CN-XX","Guedin Windfarm",59,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0114868"
"","f0116628","CN","CN-SH","Guedin Windfarm",84,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0116628"
"","f0117450","CN","CN-SD","Guedin Windfarm",26,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0117450"
"","f0118360","CN","CN-ZJ","Guedin Windfarm",172,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0118360"
"","f0118917","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0118917"
"","f0119997","CN","CN-SH","Guedin Windfarm",135,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0119997"
"","f0120983","CN","CN-FJ","Guedin Windfarm",56,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0120983"
"","f0121533","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0121533"
"","f0121602","CN","HK","Guedin Windfarm",61,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0121602"
"","f0121768","CN","CN-GD","Guedin Windfarm",4,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0121768"
"","f0123522","CN","CN-HL","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0123522"
"","f0123931","CN","CN-FJ","Guedin Windfarm",45,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0123931"
"","f0124126","CN","CN-SD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0124126"
"","f0124944","CN","CN-HA","Guedin Windfarm",12,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0124944"
"","f0128381","CN","CN-BJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0128381"
"","f0128788","CN","CN-GD","Guedin Windfarm",38,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0128788"
"","f0129403","CN","CN-GD","Guedin Windfarm",131,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0129403"
"","f0130912","CN","HK","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0130912"
"","f0131419","CN","CN-BJ","Guedin Windfarm",14,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0131419"
"","f0133379","CN","CN-XX","Guedin Windfarm",17,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0133379"
"","f0133886","CN","CN-GD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0133886"
"","f0134286","CN","CN-SC","Guedin Windfarm",11,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0134286"
"","f0135934","CN","CN-XX","Guedin Windfarm",108,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0135934"
"","f0136014","CN","CN-JS","Guedin Windfarm",16,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0136014"
"","f0136033","CN","CN-GD","Guedin Windfarm",64,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0136033"
"","f0137019","CN","CN-BJ","Guedin Windfarm",431,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0137019"
"","f0141446","CN","CN-JS","Guedin Windfarm",232,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0141446"
"","f0141614","CN","CN-FJ","Guedin Windfarm",59,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0141614"
"","f0143110","CN","CN-XX","Guedin Windfarm",192,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0143110"
"","f0144194","CN","CN-XX","Guedin Windfarm",57,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0144194"
"","f0144313","CN","CN-SD","Guedin Windfarm",1078,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0144313"
"","f0145313","CN","CN-XJ","Guedin Windfarm",19,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0145313"
"","f0146393","CN","CN-GD","Guedin Windfarm",278,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0146393"
"","f0146751","CN","CN-JS","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0146751"
"","f0148627","CN","CN-HN","Guedin Windfarm",89,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0148627"
"","f0149026","CN","CN-JS","Guedin Windfarm",41,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0149026"
"","f0149132","CN","CN-SH","Guedin Windfarm",5,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0149132"
"","f0151281","CN","CN-XJ","Guedin Windfarm",226,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0151281"
"","f0151371","CN","CN-JS","Guedin Windfarm",224,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0151371"
"","f0151487","CN","CN-SN","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0151487"
"","f0151692","CN","CN-XJ","Guedin Windfarm",37,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0151692"
"","f0152854","CN","CN-GD","Guedin Windfarm",34,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0152854"
"","f0152943","CN","CN-SD","Guedin Windfarm",33,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0152943"
"","f0153176","CN","CN-FJ","Guedin Windfarm",280,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0153176"
"","f0153804","CN","CN-GD","Guedin Windfarm",158,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0153804"
"","f0154238","CN","CN-FJ","Guedin Windfarm",38,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0154238"
"","f0155258","CN","CN-SH","Guedin Windfarm",5,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0155258"
"","f0155687","CN","CN-GD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0155687"
"","f0157941","CN","CN-HN","Guedin Windfarm",213,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0157941"
"","f0158142","CN","CN-XJ","Guedin Windfarm",33,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158142"
"","f0158666","CN","CN-GD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158666"
"","f0158950","CN","CN-JS","Guedin Windfarm",80,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158950"
"","f0158993","CN","CN-FJ","Guedin Windfarm",30,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158993"
"","f0159380","CN","CN-NM","Guedin Windfarm",118,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0159380"
"","f0159649","CN","CN-CQ","Guedin Windfarm",35,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0159649"
"","f0159961","CN","CN-CQ","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0159961"
"","f0160137","CN","CN-SH","Guedin Windfarm",146,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0160137"
"","f0161916","CN","CN-JS","Guedin Windfarm",5,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0161916"
"","f0162183","CN","CN-SN","Guedin Windfarm",155,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0162183"
"","f0164291","CN","CN-FJ","Guedin Windfarm",25,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0164291"
"","f0164326","CN","CN-BJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0164326"
"","f0167137","CN","CN-ZJ","Guedin Windfarm",8,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0167137"
"","f0169153","CN","CN-SC","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0169153"
"","f0172300","CN","CN-GD","Guedin Windfarm",29,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0172300"
"","f0199223","CN","CN-SC","Guedin Windfarm",53,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0199223"
"","f0215370","CN","CN-GD","Guedin Windfarm",5,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0215370"
"","f0216138","CN","CN-GD","Guedin Windfarm",11,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0216138"
"","f0216849","CN","CN-FJ","Guedin Windfarm",283,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0216849"
"","f0217771","CN","CN-GD","Guedin Windfarm",123,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0217771"
"","f0218559","CN","CN-CQ","Guedin Windfarm",74,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0218559"
"","f0219106","CN","CN-ZJ","Guedin Windfarm",781,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0219106"
"","f0220004","CN","CN-XJ","Guedin Windfarm",89,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0220004"
"","f0222674","CN","CN-GX","Guedin Windfarm",629,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0222674"
"","f0223663","CN","CN-BJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0223663"
"","f0224984","CN","CN-HB","Guedin Windfarm",59,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0224984"
"","f0227567","CN","CN-FJ","Guedin Windfarm",24,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0227567"
"","f0228232","CN","CN-HA","Guedin Windfarm",20,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0228232"
"","f0231112","CN","CN-SC","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0231112"
"","f0232459","CN","CN-ZJ","Guedin Windfarm",56,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0232459"
"","f0232650","CN","CN-GD","Guedin Windfarm",4,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0232650"
"","f0238968","CN","CN-SD","Guedin Windfarm",4,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0238968"
"","f0239688","CN","CN-BJ","Guedin Windfarm",23,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0239688"
"","f0240035","CN","CN-ZJ","Guedin Windfarm",95,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0240035"
"","f0240392","CN","CN-XX","Guedin Windfarm",141,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0240392"
"","f0241764","CN","CN-SC","Guedin Windfarm",88,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0241764"
"","f0241858","CN","CN-JX","Guedin Windfarm",90,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0241858"
"","f0391212","CN","CN-GD","Guedin Windfarm",168,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0391212"
"","f0391214","CN","CN-GD","Guedin Windfarm",36,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0391214"
"","f0392785","CN","CN-XJ","Guedin Windfarm",192,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0392785"
"","f0396188","CN","CN-XJ","Guedin Windfarm",43,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0396188"
"","f0396846","CN","CN-GD","Guedin Windfarm",10,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0396846"
"","f0397083","CN","CN-BJ","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0397083"
"","f0397802","CN","CN-SC","Guedin Windfarm",55,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0397802"
"","f0397837","CN","CN-JX","Guedin Windfarm",270,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0397837"
"","f0397855","CN","CN-XJ","Guedin Windfarm",65,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0397855"
"","f0398326","CN","CN-GD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0398326"
"","f0399814","CN","CN-XX","Guedin Windfarm",191,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0399814"
"","f0400103","CN","HK","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0400103"
"","f0400307","CN","CN-SH","Guedin Windfarm",115,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0400307"
"","f0400644","CN","CN-NM","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0400644"
"","f0402431","CN","CN-ZJ","Guedin Windfarm",153,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0402431"
"","f0403050","CN","CN-XX","Guedin Windfarm",22,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0403050"
"","f0403177","CN","CN-GD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0403177"
"","f0403858","CN","CN-GD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0403858"
"","f0404193","CN","CN-GD","Guedin Windfarm",295,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0404193"
"","f0406475","CN","CN-SH","Guedin Windfarm",490,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0406475"
"","f0406478","CN","CN-JS","Guedin Windfarm",24,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0406478"
"","f0410023","CN","CN-JX","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0410023"
"","f0410242","CN","CN-GZ","Guedin Windfarm",34,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0410242"
"","f0410701","CN","CN-SH","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0410701"
"","f0413684","CN","CN-FJ","Guedin Windfarm",131,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0413684"
"","f0413801","CN","CN-FJ","Guedin Windfarm",32,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0413801"
"","f0417918","CN","CN-FJ","Guedin Windfarm",23,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0417918"
"","f0419945","CN","CN-ZJ","Guedin Windfarm",192,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0419945"
"","f0421858","CN","CN-XX","Guedin Windfarm",8,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0421858"
"","f0422229","CN","CN-NM","Guedin Windfarm",80,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0422229"
"","f0426933","CN","CN-XJ","Guedin Windfarm",180,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0426933"
"","f0427393","CN","CN-XJ","Guedin Windfarm",19,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0427393"
"","f0427989","CN","CN-CQ","Guedin Windfarm",781,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0427989"
"","f0427994","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0427994"
"","f0432329","CN","CN-GZ","Guedin Windfarm",251,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0432329"
"","f0432345","CN","CN-GD","Guedin Windfarm",104,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0432345"
"","f0432382","CN","CN-GZ","Guedin Windfarm",8,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0432382"
"","f0432594","CN","CN-HA","Guedin Windfarm",84,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0432594"
"","f0433688","CN","CN-BJ","Guedin Windfarm",70,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0433688"
