"ID","name","country","location","redemption_account","volume_required","start_date","end_date","redemption_purpose"
"","f0435140","CN","CN-JS","Guedin Windfarm",8,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0435140"
"","f0437246","CN","CN-ZJ","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0437246"
"","f0440919","CN","CN-NM","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0440919"
"","f0447181","CN","CN-SD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0447181"
"","f0449296","CN","CN-FJ","Guedin Windfarm",135,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0449296"
"","f0452808","CN","CN-HA","Guedin Windfarm",42,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0452808"
"","f0456374","CN","CN-BJ","Guedin Windfarm",168,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0456374"
"","f0456740","CN","CN-XJ","Guedin Windfarm",51,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0456740"
"","f0456741","CN","CN-XJ","Guedin Windfarm",60,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0456741"
"","f0460078","CN","CN-SH","Guedin Windfarm",154,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0460078"
"","f0461752","CN","CN-XJ","Guedin Windfarm",81,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0461752"
"","f0465477","CN","CN-SD","Guedin Windfarm",179,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0465477"
"","f0469055","CN","HK","Guedin Windfarm",121,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0469055"
"","f0469168","CN","CN-FJ","Guedin Windfarm",818,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0469168"
"","f0471007","CN","CN-XJ","Guedin Windfarm",53,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0471007"
"","f0471691","CN","CN-FJ","Guedin Windfarm",682,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0471691"
"","f0478563","CN","CN-XX","Guedin Windfarm",182,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0478563"
"","f0485876","CN","CN-JL","Guedin Windfarm",456,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0485876"
"","f0492360","CN","CN-XX","Guedin Windfarm",13,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0492360"
"","f0492474","CN","CN-SN","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0492474"
"","f0494603","CN","CN-FJ","Guedin Windfarm",57,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0494603"
"","f0497031","CN","CN-JX","Guedin Windfarm",12,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0497031"
"","f0497636","CN","CN-HL","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0497636"
"","f0498868","CN","CN-JS","Guedin Windfarm",44,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0498868"
"","f0500878","CN","CN-BJ","Guedin Windfarm",29,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0500878"
"","f0503420","CN","CN-BJ","Guedin Windfarm",79,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0503420"
"","f0504985","CN","CN-JS","Guedin Windfarm",109,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0504985"
"","f0505593","CN","CN-BJ","Guedin Windfarm",35,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0505593"
"","f0506630","CN","CN-SD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0506630"
"","f0508892","CN","CN-BJ","Guedin Windfarm",4,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0508892"
"","f0509062","CN","CN-BJ","Guedin Windfarm",15,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0509062"
"","f0511732","CN","CN-XJ","Guedin Windfarm",84,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0511732"
"","f0513685","CN","CN-HN","Guedin Windfarm",37,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0513685"
"","f0513878","CN","CN-GZ","Guedin Windfarm",81,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0513878"
"","f0518713","CN","CN-XX","Guedin Windfarm",14,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0518713"
"","f0518877","CN","CN-XJ","Guedin Windfarm",86,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0518877"
"","f0519331","CN","CN-HN","Guedin Windfarm",56,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0519331"
"","f0519333","CN","CN-XX","Guedin Windfarm",17,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0519333"
"","f0519376","CN","CN-HN","Guedin Windfarm",114,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0519376"
"","f0521273","CN","CN-GD","Guedin Windfarm",18,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0521273"
"","f0522078","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0522078"
"","f0522099","CN","CN-JX","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0522099"
"","f0607157","CN","CN-GD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0607157"
"","f0671368","CN","CN-XX","Guedin Windfarm",14,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0671368"
"","f0673613","CN","CN-FJ","Guedin Windfarm",132,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0673613"
"","f0676048","CN","CN-ZJ","Guedin Windfarm",15,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0676048"
"","f0678845","CN","CN-HA","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0678845"
"","f0680677","CN","CN-XX","Guedin Windfarm",36,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0680677"
"","f0682032","CN","CN-GD","Guedin Windfarm",14,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0682032"
"","f0685797","CN","CN-JX","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0685797"
"","f0687206","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0687206"
"","f0690699","CN","CN-CQ","Guedin Windfarm",16,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0690699"
"","f0693131","CN","CN-GD","Guedin Windfarm",20,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0693131"
"","f0694881","CN","CN-ZJ","Guedin Windfarm",4,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0694881"
"","f0697249","CN","CN-GD","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0697249"
"","f0698688","CN","CN-HA","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0698688"
"","f0700033","CN","CN-XX","Guedin Windfarm",53,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0700033"
"","f0700999","CN","CN-SC","Guedin Windfarm",8,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0700999"
"","f0705704","CN","CN-XJ","Guedin Windfarm",15,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0705704"
"","f0706999","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0706999"
"","f0709366","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0709366"
"","f0715561","CN","CN-ZJ","Guedin Windfarm",17,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0715561"
"","f0717987","CN","CN-XX","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0717987"
"","f0718366","CN","CN-SH","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0718366"
"","f0718665","CN","CN-SC","Guedin Windfarm",8,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0718665"
"","f0723538","CN","CN-HE","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0723538"
"","f0723827","CN","CN-GZ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0723827"
"","f0730266","CN","CN-CQ","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0730266"
"","f0731150","CN","CN-HN","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0731150"
"","f03000","CN","CN-SC","Guedin Windfarm",29,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f03000"
"","f010493","CN","CN-SH","Guedin Windfarm",19,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f010493"
"","f010498","CN","CN-GD","Guedin Windfarm",19,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f010498"
"","f010505","CN","CN-HB","Guedin Windfarm",22,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f010505"
"","f010513","CN","CN-CQ","Guedin Windfarm",22,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f010513"
"","f014386","CN","CN-SC","Guedin Windfarm",391,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f014386"
"","f017242","CN","CN-GD","Guedin Windfarm",2626,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f017242"
"","f019099","CN","HK","Guedin Windfarm",10,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f019099"
"","f024016","CN","CN-XJ","Guedin Windfarm",466,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024016"
"","f024085","CN","CN-JX","Guedin Windfarm",32,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024085"
"","f024136","CN","CN-JX","Guedin Windfarm",63,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024136"
"","f024146","CN","CN-JX","Guedin Windfarm",65,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024146"
"","f024147","CN","CN-JX","Guedin Windfarm",67,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024147"
"","f024148","CN","CN-JX","Guedin Windfarm",61,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024148"
"","f024182","CN","HK","Guedin Windfarm",12,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024182"
"","f024468","CN","CN-GD","Guedin Windfarm",35,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024468"
"","f024511","CN","CN-GD","Guedin Windfarm",198,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024511"
"","f025017","CN","CN-AH","Guedin Windfarm",136,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f025017"
"","f025025","CN","CN-SD","Guedin Windfarm",5,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f025025"
"","f029401","CN","CN-XJ","Guedin Windfarm",1147,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f029401"
"","f029665","CN","CN-LN","Guedin Windfarm",76,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f029665"
"","f030125","CN","CN-JS","Guedin Windfarm",16,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f030125"
"","f030335","CN","CN-FJ","Guedin Windfarm",28,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f030335"
"","f030384","CN","CN-GD","Guedin Windfarm",118,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f030384"
"","f032888","CN","CN-SD","Guedin Windfarm",123,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f032888"
"","f033123","CN","CN-XJ","Guedin Windfarm",1118,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f033123"
"","f034047","CN","CN-ZJ","Guedin Windfarm",20,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f034047"
"","f034567","CN","CN-GD","Guedin Windfarm",49,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f034567"
"","f034581","CN","CN-GD","Guedin Windfarm",357,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f034581"
"","f034592","CN","CN-GD","Guedin Windfarm",77,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f034592"
"","f034658","CN","CN-GD","Guedin Windfarm",391,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f034658"
"","f034707","CN","CN-SD","Guedin Windfarm",2122,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f034707"
"","f035436","CN","CN-XX","Guedin Windfarm",39,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f035436"
"","f039515","CN","CN-CQ","Guedin Windfarm",197,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f039515"
"","f040218","CN","CN-JS","Guedin Windfarm",145,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f040218"
"","f040332","CN","CN-GD","Guedin Windfarm",526,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f040332"
"","f042540","CN","CN-XJ","Guedin Windfarm",1173,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f042540"
"","f042558","CN","CN-XJ","Guedin Windfarm",1278,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f042558"
"","f042635","CN","CN-XJ","Guedin Windfarm",200,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f042635"
"","f044160","CN","CN-GD","Guedin Windfarm",34,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f044160"
"","f045505","CN","CN-NM","Guedin Windfarm",1,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f045505"
"","f047666","CN","CN-HL","Guedin Windfarm",40,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f047666"
"","f047843","CN","CN-FJ","Guedin Windfarm",730,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f047843"
"","f047868","CN","CN-FJ","Guedin Windfarm",277,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f047868"
"","f048135","CN","CN-CQ","Guedin Windfarm",153,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f048135"
"","f048968","CN","CN-SC","Guedin Windfarm",331,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f048968"
"","f050022","CN","CN-SH","Guedin Windfarm",34,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f050022"
"","f052447","CN","CN-XJ","Guedin Windfarm",132,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f052447"
"","f053173","CN","CN-GD","Guedin Windfarm",26,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f053173"
"","f054414","CN","CN-FJ","Guedin Windfarm",688,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f054414"
"","f054415","CN","CN-FJ","Guedin Windfarm",125,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f054415"
"","f054417","CN","CN-FJ","Guedin Windfarm",10,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f054417"
"","f054418","CN","CN-FJ","Guedin Windfarm",290,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f054418"
"","f054420","CN","CN-FJ","Guedin Windfarm",251,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f054420"
"","f054464","CN","CN-GZ","Guedin Windfarm",264,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f054464"
"","f054666","CN","CN-HN","Guedin Windfarm",26,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f054666"
"","f056226","CN","CN-GD","Guedin Windfarm",568,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f056226"
"","f056406","CN","CN-JS","Guedin Windfarm",3,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f056406"
"","f056573","CN","CN-SC","Guedin Windfarm",29,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f056573"
"","f056611","CN","CN-XJ","Guedin Windfarm",82,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f056611"
"","f057070","CN","CN-AH","Guedin Windfarm",34,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f057070"
"","f057466","CN","CN-GD","Guedin Windfarm",1,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f057466"
"","f057614","CN","CN-XJ","Guedin Windfarm",84,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f057614"
"","f057618","CN","CN-FJ","Guedin Windfarm",620,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f057618"
"","f058349","CN","CN-GD","Guedin Windfarm",2,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f058349"
"","f060072","CN","CN-CQ","Guedin Windfarm",271,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f060072"
"","f061158","CN","CN-HA","Guedin Windfarm",16,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f061158"
"","f061407","CN","CN-GD","Guedin Windfarm",255,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f061407"
"","f061740","CN","CN-XJ","Guedin Windfarm",605,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f061740"
"","f062260","CN","CN-GD","Guedin Windfarm",28,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f062260"
"","f063628","CN","CN-AH","Guedin Windfarm",42,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f063628"
"","f065200","CN","CN-SC","Guedin Windfarm",79,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f065200"
"","f066104","CN","CN-XJ","Guedin Windfarm",814,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f066104"
"","f066270","CN","CN-GD","Guedin Windfarm",1349,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f066270"
"","f067375","CN","CN-XX","Guedin Windfarm",1140,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f067375"
"","f068096","CN","CN-SC","Guedin Windfarm",397,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f068096"
"","f070044","CN","HK","Guedin Windfarm",30,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f070044"
"","f073552","CN","CN-XJ","Guedin Windfarm",114,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f073552"
"","f078465","CN","CN-SN","Guedin Windfarm",33,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f078465"
"","f079007","CN","CN-SD","Guedin Windfarm",11,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f079007"
"","f079197","CN","CN-XJ","Guedin Windfarm",712,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f079197"
"","f079370","CN","CN-FJ","Guedin Windfarm",158,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f079370"
"","f079426","CN","CN-SD","Guedin Windfarm",91,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f079426"
"","f079618","CN","CN-BJ","Guedin Windfarm",249,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f079618"
"","f079815","CN","CN-ZJ","Guedin Windfarm",1052,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f079815"
"","f081985","CN","CN-SN","Guedin Windfarm",43,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f081985"
"","f081988","CN","CN-XX","Guedin Windfarm",283,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f081988"
"","f082000","CN","CN-XX","Guedin Windfarm",79,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f082000"
"","f082095","CN","CN-SC","Guedin Windfarm",922,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f082095"
"","f082452","CN","CN-GD","Guedin Windfarm",253,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f082452"
"","f082617","CN","CN-FJ","Guedin Windfarm",120,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f082617"
"","f082635","CN","CN-SC","Guedin Windfarm",162,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f082635"
"","f083065","CN","CN-ZJ","Guedin Windfarm",4,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f083065"
"","f083542","CN","CN-GD","Guedin Windfarm",24,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f083542"
"","f083638","CN","CN-CQ","Guedin Windfarm",408,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f083638"
"","f085437","CN","CN-ZJ","Guedin Windfarm",269,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f085437"
"","f085899","CN","CN-JS","Guedin Windfarm",11,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f085899"
"","f086028","CN","CN-JS","Guedin Windfarm",453,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f086028"
"","f086151","CN","CN-GD","Guedin Windfarm",11,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f086151"
"","f087871","CN","CN-SN","Guedin Windfarm",11,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f087871"
"","f087896","CN","CN-SN","Guedin Windfarm",200,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f087896"
"","f087965","CN","CN-JS","Guedin Windfarm",10,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f087965"
"","f089551","CN","CN-ZJ","Guedin Windfarm",641,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f089551"
"","f090387","CN","CN-FJ","Guedin Windfarm",325,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f090387"
"","f092514","CN","CN-XJ","Guedin Windfarm",472,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f092514"
"","f093115","CN","CN-SH","Guedin Windfarm",63,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f093115"
"","f093658","CN","CN-XX","Guedin Windfarm",80,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f093658"
"","f094374","CN","CN-ZJ","Guedin Windfarm",126,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f094374"
"","f094614","CN","CN-XJ","Guedin Windfarm",1183,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f094614"
"","f094765","CN","CN-TJ","Guedin Windfarm",309,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f094765"
"","f095334","CN","CN-GZ","Guedin Windfarm",472,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f095334"
"","f096974","CN","CN-CQ","Guedin Windfarm",132,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f096974"
"","f097370","CN","CN-HA","Guedin Windfarm",139,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f097370"
"","f097569","CN","CN-GD","Guedin Windfarm",7,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f097569"
"","f097687","CN","CN-JS","Guedin Windfarm",72,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f097687"
"","f097840","CN","CN-SC","Guedin Windfarm",184,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f097840"
"","f099239","CN","HK","Guedin Windfarm",1791,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f099239"
"","f099369","CN","CN-ZJ","Guedin Windfarm",71,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f099369"
"","f099387","CN","CN-HE","Guedin Windfarm",42,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f099387"
"","f099705","CN","CN-SD","Guedin Windfarm",2,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f099705"
"","f099949","CN","CN-SC","Guedin Windfarm",399,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f099949"
"","f0101018","CN","CN-HA","Guedin Windfarm",5,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0101018"
"","f0101403","CN","CN-SC","Guedin Windfarm",54,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0101403"
"","f0102358","CN","CN-GZ","Guedin Windfarm",180,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0102358"
"","f0102374","CN","CN-XJ","Guedin Windfarm",325,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0102374"
"","f0102376","CN","CN-XJ","Guedin Windfarm",450,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0102376"
"","f0102641","CN","CN-GD","Guedin Windfarm",324,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0102641"
