"contract_id","minerID","volume_MWh","attestation_id","defaulted","step4_ZL_contract_complete","step5_redemption_data_complete","step6_attestation_info_complete","step7_certificates_matched_to_supply","step8_IPLDrecord_complete","step9_transaction_complete","step10_volta_complete","step11_finalRecord_complete"
"20220207_SP_PL_transaction_1_contract_1","f020742",277,"20220207_SP_PL_transaction_1_attestation_67",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f021444",2,"20220207_SP_PL_transaction_1_attestation_68",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f021525",909,"20220207_SP_PL_transaction_1_attestation_69",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f021532",72,"20220207_SP_PL_transaction_1_attestation_70",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f021961",461,"20220207_SP_PL_transaction_1_attestation_71",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f022111",65,"20220207_SP_PL_transaction_1_attestation_72",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f022227",41,"20220207_SP_PL_transaction_1_attestation_73",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f022289",53,"20220207_SP_PL_transaction_1_attestation_74",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f022308",35,"20220207_SP_PL_transaction_1_attestation_75",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f022399",17,"20220207_SP_PL_transaction_1_attestation_76",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f022566",13,"20220207_SP_PL_transaction_1_attestation_77",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f022687",2,"20220207_SP_PL_transaction_1_attestation_78",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f022748",132,"20220207_SP_PL_transaction_1_attestation_79",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f022832",90,"20220207_SP_PL_transaction_1_attestation_80",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f022853",200,"20220207_SP_PL_transaction_1_attestation_81",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023152",215,"20220207_SP_PL_transaction_1_attestation_82",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023179",8,"20220207_SP_PL_transaction_1_attestation_83",0,0,0,0,0,0,0,0,0
