"contract_id","productType","label","energySources","contractDate","deliveryDate","reportingStart","reportingEnd","sellerName","sellerAddress","country","region","volume_MWh","step3_match_complete","step4_ZL_contract_complete","step5_redemption_data_complete","step6_attestation_info_complete","step7_certificates_matched_to_supply","step8_IPLDrecord_complete","step9_transaction_complete","step10_volta_complete","step11_finalRecord_complete"
"20220607_SP_FF_transaction_2_contract_1","IREC",,"hydro","20220504","20220615","2021-01-01","2021-06-30","SP Carbon Solutions Pte Ltd","2 Kallang Sector, SP Group Building, Singapore 349277","CN",,315545,1,0,0,0,0,0,0,0,0
"20220607_SP_FF_transaction_2_contract_2","IREC",,"hydro","20220504","20220615","2021-10-01","2021-12-31","SP Carbon Solutions Pte Ltd","2 Kallang Sector, SP Group Building, Singapore 349277","CN",,46976,1,0,0,0,0,0,0,0,0
"20220607_SP_FF_transaction_2_contract_3","IREC",,"hydro","20220504","20220615","2021-07-01","2021-09-30","SP Carbon Solutions Pte Ltd","2 Kallang Sector, SP Group Building, Singapore 349277","CN",,87285,1,0,0,0,0,0,0,0,0
