ADDRESS,LOCATION,DATA
f022399,Asia [CN],"Power
148.72 TiB
Free space
73.81 TiB
Used space
2.25 TiB
Cost
0 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
75
Average deal cost
0.0000000010032 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000007524 FIL ⇄ $0.0000006 USD"
f0134671,Asia [KR],"Power
27.38 TiB
Free space
22.09 TiB
Used space
73.13 GiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
10
Average deal cost
0.00000000366025 FIL ⇄ $0.00 USD per deal
Total storage cost
0.0000000366025 FIL ⇄ $0.0000003 USD"
"f022289
View on Estuary",Asia [CN],"Version
lotus-1.16.0+mainnet+anyi.220503.1520+git.b883fad24.dirty
Power
1.25 PiB
Free space
952.94 TiB
Used space
57.02 TiB
Cost
288 FIL ⇄ $2301.1200000 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
6729
Average deal cost
0.0000000000007881 FIL ⇄ $0.00 USD per deal
Total storage cost
0.0000000053031249 FIL ⇄ $0.00 USD"
f01392850,Asia [CN],"Power
50.13 TiB
Free space
43.31 TiB
Used space
128.00 KiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1
Average deal cost
0.00000000002 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000000002 FIL ⇄ $0.00 USD"
f01361111,Asia [CN],"Power
10.35 PiB
Free space
7.83 PiB
Used space
128.00 KiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1
Average deal cost
0.00000000002 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000000002 FIL ⇄ $0.00 USD"
f097386,Asia [HK],"Power
1.08 PiB
Free space
3.20 PiB
Used space
12.50 GiB
Cost
287997120 FIL ⇄ $2301096988.8000002 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
7
Average deal cost
0 FIL ⇄ $0.00 USD per deal
Total storage cost
0 FIL ⇄ $0.00 USD"
f023854,Asia [CN],"Power
508.06 TiB
Free space
1.29 PiB
Used space
304.88 TiB
Cost
0.000000000000288 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
11476
Average deal cost
0.0000000004426264 FIL ⇄ $0.00 USD per deal
Total storage cost
0.0000050795805664 FIL ⇄ $0.0000406 USD"
f07709,Asia [KR],"Power
986.88 TiB
Free space
778.31 TiB
Used space
5.26 GiB
Cost
0.000288 FIL ⇄ $0.0023011 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
35
Average deal cost
0.000000015039813058 FIL ⇄ $0.0000001 USD per deal
Total storage cost
0.00000052639345703 FIL ⇄ $0.0000042 USD"
f073697,Asia [HK],"Power
688.72 TiB
Free space
722.00 TiB
Used space
19.73 TiB
Cost
0.00000000000000288 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1027
Average deal cost
0.000000000096943807 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000099561289789 FIL ⇄ $0.0000008 USD"
"f024184
View on Estuary",Asia [KR],"Version
lotus-1.17.0-rc1+mainnet
Power
367.91 TiB
Free space
404.63 TiB
Used space
29.74 TiB
Cost
0.0000144 FIL ⇄ $0.0001151 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
2367
Average deal cost
0.000000000521886358 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000001235305009386 FIL ⇄ $0.0000099 USD"
f0121958,Asia [KR],"Power
768.53 TiB
Free space
725.69 TiB
Used space
128.00 MiB
Cost
0 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1
Average deal cost
0 FIL ⇄ $0.00 USD per deal
Total storage cost
0 FIL ⇄ $0.00 USD"
f068528,Asia [CN],"Power
316.19 TiB
Free space
361.22 TiB
Used space
6.90 GiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
15
Average deal cost
0.000000000406833333 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000006102499995 FIL ⇄ $0.00 USD"
"f022352
View on Estuary",Europe [NO],"Version
lotus-1.17.1-dev+mainnet+git.0c91b0dc1
Power
1.50 PiB
Free space
571.09 TiB
Used space
459.28 TiB
Cost
0 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
32816
Average deal cost
0.000000003298990421 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000108259669655536 FIL ⇄ $0.0008650 USD"
f0114924,Asia [CN],"Power
363.19 TiB
Free space
3.64 PiB
Used space
1.13 GiB
Cost
287997120 FIL ⇄ $2301096988.8000002 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
4
Average deal cost
0 FIL ⇄ $0.00 USD per deal
Total storage cost
0 FIL ⇄ $0.00 USD"
f01126768,Asia [KR],"Power
144.31 TiB
Free space
84.25 TiB
Used space
1.09 TiB
Cost
0.000000288 FIL ⇄ $0.0000023 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
47
Average deal cost
0 FIL ⇄ $0.00 USD per deal
Total storage cost
0 FIL ⇄ $0.00 USD"
f042540,Asia [CN],"Power
7.53 PiB
Free space
6.20 PiB
Used space
32.00 GiB
Cost
2880 FIL ⇄ $23011.2000000 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
69
Average deal cost
0.000000000257753623 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000017784999987 FIL ⇄ $0.0000001 USD"
f01349435,Asia [CN],"Power
520.84 TiB
Free space
357.13 TiB
Used space
128.00 KiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1
Average deal cost
0.00000000002 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000000002 FIL ⇄ $0.00 USD"
f0401300,Europe [FR],"Power
17.66 TiB
Free space
5.91 TiB
Used space
16.13 GiB
Cost
0.0000144 FIL ⇄ $0.0001151 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
6
Average deal cost
0.000000001357083333 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000008142499998 FIL ⇄ $0.00 USD"
f01285363,Asia [KR],"Power
920.38 TiB
Free space
511.41 TiB
Used space
32.88 MiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
9
Average deal cost
0.000000000017292034 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000000155628306 FIL ⇄ $0.00 USD"
"f0157535
View on Estuary",North America [CA],"Version
lotus-1.16.0+mainnet+git.01254ab32
Power
596.13 TiB
Free space
215.31 TiB
Used space
72.25 TiB
Cost
0.0000288 FIL ⇄ $0.0002301 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
3022
Average deal cost
0.000000000026637988 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000080499999736 FIL ⇄ $0.0000006 USD"
f020523,Asia [CN],"Power
12.50 TiB
Free space
19.47 TiB
Used space
46.89 GiB
Cost
0.000288 FIL ⇄ $0.0023011 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
170
Average deal cost
0.000000027990235294 FIL ⇄ $0.0000002 USD per deal
Total storage cost
0.00000475833999998 FIL ⇄ $0.0000380 USD"
f023825,Asia [CN],"Power
3.11 PiB
Free space
3.64 PiB
Used space
6.56 GiB
Cost
2880 FIL ⇄ $23011.2000000 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
413
Average deal cost
0.000000026264503631 FIL ⇄ $0.0000002 USD per deal
Total storage cost
0.000010847239999603 FIL ⇄ $0.0000867 USD"
f01058790,Asia [JP],"Power
35.25 TiB
Free space
224.00 GiB
Used space
27.74 TiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1385
Average deal cost
0.000000000013112826 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000001816126401 FIL ⇄ $0.0000001 USD"
f01337533,Europe [BG],"Power
272.06 TiB
Free space
120.81 TiB
Used space
1.11 TiB
Cost
0.000144 FIL ⇄ $0.0011506 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
140
Average deal cost
0.000000004072428571 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000057013999994 FIL ⇄ $0.0000046 USD"
f057466,Asia [CN],"Power
10.78 TiB
Free space
11.91 TiB
Used space
65.25 GiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
47
Average deal cost
0.000000000709042553 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000033324999991 FIL ⇄ $0.0000003 USD"
f023179,Asia [CN],"Power
41.28 TiB
Free space
88.75 TiB
Used space
128.38 MiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
4
Average deal cost
0.000000000030625 FIL ⇄ $0.00 USD per deal
Total storage cost
0.0000000001225 FIL ⇄ $0.00 USD"
f0694881,Asia [CN],"Power
289.63 TiB
Free space
41.25 TiB
Used space
1.13 MiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
9
Average deal cost
0.00000000002 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000000018 FIL ⇄ $0.00 USD"
f080480,Europe [UA],"Power
122.00 TiB
Free space
111.78 TiB
Used space
236.38 GiB
Cost
0.00288 FIL ⇄ $0.0230112 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
142
Average deal cost
0.000000016379366197 FIL ⇄ $0.0000001 USD per deal
Total storage cost
0.000002325869999974 FIL ⇄ $0.0000186 USD"
f0230200,Asia [KR],"Power
739.78 TiB
Free space
294.50 TiB
Used space
28.88 GiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
39
Average deal cost
0.000000000384551282 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000014997499998 FIL ⇄ $0.0000001 USD"
f01090043,Asia [KR],"Power
27.59 TiB
Free space
20.59 TiB
Used space
32.00 GiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
5
Average deal cost
0.000000003216 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000001608 FIL ⇄ $0.0000001 USD"
f062260,Asia [CN],"Power
234.16 TiB
Free space
186.25 TiB
Used space
86.92 GiB
Cost
1440 FIL ⇄ $11505.6000000 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
918
Average deal cost
0.000000000049781955 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000004569983469 FIL ⇄ $0.0000004 USD"
"f02620
View on Estuary",Europe [PL],"Version
lotus-1.17.0-rc3+mainnet
Power
110.09 TiB
Free space
21.09 TiB
Used space
20.77 TiB
Cost
0.027072 FIL ⇄ $0.2163053 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1796
Average deal cost
0.000000002451938727 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000004403681953692 FIL ⇄ $0.0000352 USD"
"f02401
View on Estuary",North America [CA],"Version
lotus-1.16.0+mainnet+git.01254ab32
Power
70.03 TiB
Free space
77.06 TiB
Used space
21.28 TiB
Cost
0.00005184 FIL ⇄ $0.0004142 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
3204
Average deal cost
0.000000099053350109 FIL ⇄ $0.0000008 USD per deal
Total storage cost
0.000317366933749236 FIL ⇄ $0.0025358 USD"
f0123931,Asia [CN],"Power
3.85 PiB
Free space
3.19 PiB
Used space
8.00 MiB
Cost
287997120 FIL ⇄ $2301096988.8000002 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1
Average deal cost
0 FIL ⇄ $0.00 USD per deal
Total storage cost
0 FIL ⇄ $0.00 USD"
f0752695,Asia [KR],"Power
231.91 TiB
Free space
150.28 TiB
Used space
259.08 GiB
Cost
0 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
31
Average deal cost
0.000000000010967741 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000000339999971 FIL ⇄ $0.00 USD"
f023871,Asia [CN],"Power
27.66 TiB
Free space
189.63 TiB
Used space
267.82 TiB
Cost
0.000000000000288 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
10246
Average deal cost
0.000000000751205412 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000007696850651352 FIL ⇄ $0.0000615 USD"
f05664,Asia [HK],"Power
136.34 TiB
Free space
101.19 TiB
Used space
2.72 TiB
Cost
0.288 FIL ⇄ $2.3011200 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
2620
Average deal cost
0.000000000805877862 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000211139999844 FIL ⇄ $0.0000169 USD"
f0399814,Asia [CN],"Power
3.09 PiB
Free space
658.56 TiB
Used space
320.00 KiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
3
Average deal cost
0.00000000002 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000000006 FIL ⇄ $0.00 USD"
"f014409
View on Estuary",North America [US],"Version
lotus-1.16.0+mainnet+git.01254ab32
Power
22.59 TiB
Free space
26.84 TiB
Used space
2.50 TiB
Cost
0.0000576 FIL ⇄ $0.0004602 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
565
Average deal cost
0.000000046496946902 FIL ⇄ $0.0000004 USD per deal
Total storage cost
0.00002627077499963 FIL ⇄ $0.0002099 USD"
f023859,Asia [CN],"Power
43.72 TiB
Free space
182.31 TiB
Used space
313.37 TiB
Cost
0.000000000000288 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
11299
Average deal cost
0.000000000395224494 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000004465641557706 FIL ⇄ $0.0000357 USD"
f03274,Asia [HK],"Power
59.97 TiB
Free space
406.09 TiB
Used space
88.43 GiB
Cost
2880 FIL ⇄ $23011.2000000 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
180
Average deal cost
0.0000001923076954 FIL ⇄ $0.0000015 USD per deal
Total storage cost
0.000034615385172 FIL ⇄ $0.0002766 USD"
"f01199442
View on Estuary",Europe [NL],"Version
lotus-1.16.0+mainnet+git.01254ab32
Power
609.06 TiB
Free space
35.13 TiB
Used space
397.58 TiB
Cost
0 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
20984
Average deal cost
0.000000000004765535 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000009999998644 FIL ⇄ $0.0000008 USD"
"f01199430
View on Estuary",Europe [NL],"Version
lotus-1.16.0+mainnet+git.01254ab32
Power
348.56 TiB
Free space
17.75 TiB
Used space
166.88 TiB
Cost
0 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
10767
Average deal cost
0.000000000009287638 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000099999998346 FIL ⇄ $0.0000008 USD"
"f02301
View on Estuary",North America [US],"Version
lotus-1.16.0+mainnet+git.2f2edad8
Power
749.81 TiB
Free space
554.38 TiB
Used space
171.95 TiB
Cost
2880 FIL ⇄ $23011.2000000 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
7036
Average deal cost
0.000000000885512543 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000006230466252548 FIL ⇄ $0.0000498 USD"
f056611,Asia [CN],"Power
916.78 TiB
Free space
1.05 PiB
Used space
7.63 GiB
Cost
2880 FIL ⇄ $23011.2000000 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
19
Average deal cost
0.000000000219605263 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000004172499997 FIL ⇄ $0.00 USD"
f0106949,Asia [KR],"Power
229.84 TiB
Free space
179.19 TiB
Used space
256.50 MiB
Cost
0.00864 FIL ⇄ $0.0690336 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
6
Average deal cost
0.00000000418 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000002508 FIL ⇄ $0.0000002 USD"
f0839509,Asia [CN],"Power
1.74 PiB
Free space
687.44 TiB
Used space
1.31 MiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
11
Average deal cost
0.00000000002 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000000022 FIL ⇄ $0.00 USD"
f01117341,Asia [KR],"Power
31.06 TiB
Free space
22.84 TiB
Used space
34.00 GiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
6
Average deal cost
0.000000002696666666 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000016179999996 FIL ⇄ $0.0000001 USD"
f089840,Asia [KR],"Power
103.59 TiB
Free space
85.88 TiB
Used space
984.71 GiB
Cost
0.0000576 FIL ⇄ $0.0004602 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
141
Average deal cost
0.000000001202145502 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000169502515782 FIL ⇄ $0.0000014 USD"
f0158468,Asia [HK],"Power
543.44 TiB
Free space
248.94 TiB
Used space
128.00 MiB
Cost
287997120 FIL ⇄ $2301096988.8000002 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1
Average deal cost
0 FIL ⇄ $0.00 USD per deal
Total storage cost
0 FIL ⇄ $0.00 USD"
"f0135078
View on Estuary",North America [US],"Version
lotus-1.16.0+mainnet+git.01254ab32
Power
645.97 TiB
Free space
382.63 TiB
Used space
3.24 TiB
Cost
0.0000576 FIL ⇄ $0.0004602 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
152
Average deal cost
0 FIL ⇄ $0.00 USD per deal
Total storage cost
0 FIL ⇄ $0.00 USD"
f08240,Europe [RU],"Power
30.91 TiB
Free space
11.03 TiB
Used space
3.72 TiB
Cost
0.00001152 FIL ⇄ $0.0000920 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1768
Average deal cost
0.000000015000469898 FIL ⇄ $0.0000001 USD per deal
Total storage cost
0.000026520830779664 FIL ⇄ $0.0002119 USD"
f01071194,North America [US],"Power
529.75 TiB
Free space
289.59 TiB
Used space
928.00 GiB
Cost
0.000288 FIL ⇄ $0.0023011 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
43
Average deal cost
0.000000010797209302 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000464279999986 FIL ⇄ $0.0000037 USD"
f0100116,Asia [KR],"Power
15.59 TiB
Free space
20.97 TiB
Used space
615.42 GiB
Cost
2880 FIL ⇄ $23011.2000000 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
59
Average deal cost
0.000000010322960805 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000609054687495 FIL ⇄ $0.0000049 USD"
f0149455,Asia [CN],"Power
261.34 TiB
Free space
174.28 TiB
Used space
5.00 GiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
8
Average deal cost
0.00000000038 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000000304 FIL ⇄ $0.00 USD"
f024013,Asia [CN],"Power
36.38 TiB
Free space
358.91 TiB
Used space
322.53 TiB
Cost
0.000000000000288 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
12166
Average deal cost
0.000000000555429155 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000675735109973 FIL ⇄ $0.0000540 USD"
f096974,Asia [CN],"Power
1.07 PiB
Free space
740.25 TiB
Used space
41.20 GiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
64
Average deal cost
0.000000000485 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000003104 FIL ⇄ $0.0000002 USD"
f01202111,Asia [KR],"Power
53.44 TiB
Free space
52.19 TiB
Used space
128.00 KiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1
Average deal cost
0.00000000002 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000000002 FIL ⇄ $0.00 USD"
"f023971
View on Estuary",North America [US],"Version
lotus-1.16.0+mainnet+git.01254ab32
Power
463.09 TiB
Free space
339.28 TiB
Used space
15.44 TiB
Cost
0.0000576 FIL ⇄ $0.0004602 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
643
Average deal cost
0.000000002064731726 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000001327622499818 FIL ⇄ $0.0000106 USD"
f05315,Asia [HK],"Power
96.00 GiB
Free space
8.88 TiB
Used space
362.99 GiB
Cost
2880 FIL ⇄ $23011.2000000 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
643
Average deal cost
0.00000008820213065 FIL ⇄ $0.0000007 USD per deal
Total storage cost
0.00005671397000795 FIL ⇄ $0.0004531 USD"
f0159961,Asia [CN],"Power
635.25 TiB
Free space
328.13 TiB
Used space
16.00 GiB
Cost
0.144 FIL ⇄ $1.1505600 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
22
Average deal cost
0.000000000013636363 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000000299999986 FIL ⇄ $0.00 USD"
f0805568,Asia [KR],"Power
51.97 TiB
Free space
9.56 TiB
Used space
1.38 MiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
11
Average deal cost
0.000000000027729681 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000000305026491 FIL ⇄ $0.00 USD"
f0700999,Asia [CN],"Power
551.13 TiB
Free space
258.44 TiB
Used space
128.00 KiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1
Average deal cost
0.00000000002 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000000002 FIL ⇄ $0.00 USD"
f097214,Asia [KR],"Power
40.09 TiB
Free space
17.84 TiB
Used space
358.56 GiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
27
Average deal cost
0.00000000664449074 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00000017940124998 FIL ⇄ $0.0000014 USD"
"f019104
View on Estuary",North America [CA],"Version
lotus-1.16.0+mainnet+git.01254ab32
Power
73.06 TiB
Free space
16.59 TiB
Used space
50.53 TiB
Cost
0.0000288 FIL ⇄ $0.0002301 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
3157
Average deal cost
0.00000008197122159 FIL ⇄ $0.0000007 USD per deal
Total storage cost
0.00025878314655963 FIL ⇄ $0.0020677 USD"
f098706,Asia [KR],"Power
2.30 PiB
Free space
1.46 PiB
Used space
128.00 MiB
Cost
2877120 FIL ⇄ $22988188.8000000 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
1
Average deal cost
0 FIL ⇄ $0.00 USD per deal
Total storage cost
0 FIL ⇄ $0.00 USD"
f024146,Asia [CN],"Power
12.28 TiB
Free space
145.94 TiB
Used space
303.01 TiB
Cost
0.000000000000288 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
11274
Average deal cost
0.000000000510352344 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000005753712326256 FIL ⇄ $0.0000460 USD"
f029401,Asia [CN],"Power
7.23 PiB
Free space
6.20 PiB
Used space
4.63 GiB
Cost
2880 FIL ⇄ $23011.2000000 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
21
Average deal cost
0.000000022043586309 FIL ⇄ $0.0000002 USD per deal
Total storage cost
0.000000462915312489 FIL ⇄ $0.0000037 USD"
f0228575,North America [CA],"Power
10.72 TiB
Free space
8.03 TiB
Used space
520.63 MiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
9
Average deal cost
0.000000000033072916 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000000297656244 FIL ⇄ $0.00 USD"
f024007,Asia [CN],"Power
732.50 TiB
Free space
1.39 PiB
Used space
302.62 TiB
Cost
0.000000000000288 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
11113
Average deal cost
0.000000000387040763 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000004301183999219 FIL ⇄ $0.0000344 USD"
"f08403
View on Estuary",Europe [GB],"Version
lotus-1.17.0-rc3+mainnet
Power
110.66 TiB
Free space
23.84 TiB
Used space
77.12 TiB
Cost
0 FIL ⇄ $0.00 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
7354
Average deal cost
0.000000006335070225 FIL ⇄ $0.00 USD per deal
Total storage cost
0.00004658810643465 FIL ⇄ $0.0003722 USD"
f0157564,Asia [KR],"Power
558.06 TiB
Free space
286.53 TiB
Used space
1.62 TiB
Cost
0.00000144 FIL ⇄ $0.0000115 USD per GiB per day
Verified cost
0 FIL ⇄ $0.00 USD per GiB per day
Total deal count
181
Average deal cost
0.000000004201343232 FIL ⇄ $0.00 USD per deal
Total storage cost
0.000000760443124992 FIL ⇄ $0.0000061 USD"
