"contract_id","productType","label","energySources","contractDate","deliveryDate","reportingStart","reportingEnd","sellerName","sellerAddress","country","region","volume_MWh","step3_match_complete","step4_ZL_contract_complete","step5_redemption_data_complete","step6_attestation_info_complete","step7_certificates_matched_to_supply","step8_IPLDrecord_complete","step9_transaction_complete","step10_volta_complete","step11_finalRecord_complete"
"20220420_SP_FF_transaction_1_contract_1","IREC",,"wind","20220420","20220515","01/01/2022","31/03/2022","SP Carbon Solutions Pte Ltd","2 Kallang Sector, SP Group Building, Singapore 349277","CN",,30000,1,0,0,0,0,0,0,0,0
"20220420_SP_FF_transaction_1_contract_2","IREC",,"wind","20220420","20220815","01/04/2022","30/06/2022","SP Carbon Solutions Pte Ltd","2 Kallang Sector, SP Group Building, Singapore 349277","CN",,70000,1,0,0,0,0,0,0,0,0
"20220420_SP_FF_transaction_1_contract_3","IREC",,"wind","20220420","20230115","01/07/2022","31/09/2022","SP Carbon Solutions Pte Ltd","2 Kallang Sector, SP Group Building, Singapore 349277","CN",,100000,0,0,0,0,0,0,0,0,0
"20220420_SP_FF_transaction_1_contract_4","IREC",,"wind","20220420","20230215","01/10/2022","31/12/2022","SP Carbon Solutions Pte Ltd","2 Kallang Sector, SP Group Building, Singapore 349277","CN",,100000,0,0,0,0,0,0,0,0,0
