reportingStart,Time_region,reportingStartTimezoneOffset,reportingEnd,reportingEndTimezoneOffset,sellerName,sellerAddress,country,region,volume_Wh,generatorName,productType,energySource,generationStart,generationStartTimezoneOffset,generationEnd,generationEndTimezoneOffset
2021-01-01,,11,2021-12-31,11,"3Degrees Group, Inc",235 Montgomery St Suite 320 CA94104 San Francisco US,AU,,14,Jemalong Solar Project (SRPVNSW3),LGC,SOLAR,2021-01-01,11,2021-12-31,11
