contract_id,minerID,volume_MWh,attestation_id,defaulted,step4_ZL_contract_complete,step5_redemption_data_complete,step6_attestation_info_complete,step7_certificates_matched_to_supply,step8_IPLDrecord_complete,step9_transaction_complete,step10_volta_complete,step11_finalRecord_complete
20211115_3D_PL_transaction_1_line_126,f0728347,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_127,f01045784,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_128,f022142,8,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_129,f0728347,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_130,f01045784,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_131,f022142,9,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_132,f0728347,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_133,f01045784,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_134,f022142,9,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_135,f02576,5,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_136,f02576,3,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_137,f02576,4,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_138,f02576,2,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_139,f02576,3,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_140,f02576,3,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_141,f02576,4,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_142,f02576,3,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_143,f066596,11,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_144,f0678914,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_145,f0678914,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_146,f0678914,6,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_147,f02576,4,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_148,f02576,3,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_149,f02576,4,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_150,f0728347,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_151,f022142,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_152,f022142,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_153,f022142,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_154,f022142,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_155,f0763337,7,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_156,f0763337,31,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_157,f0828066,3,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_158,f0828066,14,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_159,f0828066,2,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_160,f0828066,2,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_161,f098770,1,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_162,f098770,3,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_163,f098770,5,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_164,f098770,5,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_165,f098770,4,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_166,f098770,3,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_167,f098770,2,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_168,f098770,2,,0,0,0,0,0,0,0,0,0
20211115_3D_PL_transaction_1_line_169,f098770,2,,0,0,0,0,0,0,0,0,0
