"certificate","volume_MWh","order_folder","contract","minerID","contract_country","certificate_country","country_match","contract_region","certificate_region","region_match","contract_start","certificate_start","start_match","contract_end","certificate_end","end_match","cert_within_contract","country_region_and_certWithinContract"
"20220429_SP_delivery_399_certificate_399",154,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f048135","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_400_certificate_400",333,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f048968","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_401_certificate_401",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f050022","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_402_certificate_402",133,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f052447","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_403_certificate_403",26,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f053173","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_404_certificate_404",690,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f054414","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_405_certificate_405",126,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f054415","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_406_certificate_406",10,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f054417","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_407_certificate_407",291,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f054418","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_408_certificate_408",252,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f054420","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_409_certificate_409",26,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f054666","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_410_certificate_410",571,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f056226","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_411_certificate_411",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f056406","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_412_certificate_412",29,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f056573","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_413_certificate_413",83,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f056611","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_414_certificate_414",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f057070","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_415_certificate_415",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f057466","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_416_certificate_416",622,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f057618","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_417_certificate_417",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f058349","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_418_certificate_418",272,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f060072","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_419_certificate_419",16,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f061158","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_420_certificate_420",258,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f061407","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_421_certificate_421",608,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f061740","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_422_certificate_422",28,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f062260","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_423_certificate_423",42,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f063628","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_424_certificate_424",80,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f065200","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_425_certificate_425",1360,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f066270","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_426_certificate_426",1145,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f067375","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_427_certificate_427",399,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f068096","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_428_certificate_428",30,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f070044","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_429_certificate_429",115,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f073552","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_430_certificate_430",33,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f078465","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_431_certificate_431",11,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f079007","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_432_certificate_432",91,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f079426","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_433_certificate_433",251,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f079618","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_434_certificate_434",1058,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f079815","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_435_certificate_435",1396,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f080468","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_436_certificate_436",43,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f081985","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_437_certificate_437",283,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f081988","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_438_certificate_438",80,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f082000","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_439_certificate_439",930,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f082095","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_440_certificate_440",255,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f082452","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_441_certificate_441",121,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f082617","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_442_certificate_442",163,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f082635","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_443_certificate_443",4,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f083065","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_444_certificate_444",24,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f083542","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_445_certificate_445",410,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f083638","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_446_certificate_446",271,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f085437","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_447_certificate_447",11,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f085899","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_448_certificate_448",455,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f086028","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_449_certificate_449",11,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f086151","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_450_certificate_450",11,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f087871","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_451_certificate_451",200,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f087896","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_452_certificate_452",10,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f087965","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_453_certificate_453",646,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f089551","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_454_certificate_454",328,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f090387","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_455_certificate_455",474,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f092514","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_456_certificate_456",63,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f093115","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_457_certificate_457",81,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f093658","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_458_certificate_458",127,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f094374","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_459_certificate_459",1187,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f094614","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_460_certificate_460",310,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f094765","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_461_certificate_461",474,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f095334","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_462_certificate_462",132,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f096974","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_463_certificate_463",140,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f097370","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_464_certificate_464",7,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f097569","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_465_certificate_465",72,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f097687","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_466_certificate_466",185,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f097840","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_467_certificate_467",1800,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f099239","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_468_certificate_468",72,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f099369","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_469_certificate_469",43,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f099387","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_470_certificate_470",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f099705","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_471_certificate_471",401,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f099949","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_472_certificate_472",5,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0101018","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_473_certificate_473",55,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0101403","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_474_certificate_474",181,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0102358","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_475_certificate_475",327,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0102374","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_476_certificate_476",452,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0102376","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_477_certificate_477",326,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0102641","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_478_certificate_478",41,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0103396","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_479_certificate_479",589,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0103710","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_480_certificate_480",849,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0103851","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_481_certificate_481",20,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0107753","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_482_certificate_482",9,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0108672","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_483_certificate_483",266,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0109272","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_484_certificate_484",84,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0109606","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_485_certificate_485",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0109743","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_486_certificate_486",41,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0110110","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_487_certificate_487",197,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0110442","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_488_certificate_488",84,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0110936","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_489_certificate_489",26,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0110944","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_490_certificate_490",301,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0111174","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_491_certificate_491",39,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0111175","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_492_certificate_492",218,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0111499","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_493_certificate_493",78,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0112787","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_494_certificate_494",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0113008","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_495_certificate_495",10,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0114338","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_496_certificate_496",387,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0114868","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_497_certificate_497",158,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0114924","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_498_certificate_498",804,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0115117","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_499_certificate_499",27,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0116211","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_500_certificate_500",324,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0116628","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_501_certificate_501",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0117146","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_502_certificate_502",69,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0117450","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_503_certificate_503",561,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0118360","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_504_certificate_504",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0118917","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_505_certificate_505",170,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0119997","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_506_certificate_506",126,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0120983","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_507_certificate_507",93,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0121602","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_508_certificate_508",643,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0121768","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_509_certificate_509",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0121771","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_510_certificate_510",348,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0123931","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_511_certificate_511",267,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0124036","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_512_certificate_512",18,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0124944","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_513_certificate_513",97,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0128788","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_514_certificate_514",410,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0129403","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_515_certificate_515",8,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0130912","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_516_certificate_516",114,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0131419","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_517_certificate_517",2226,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0132618","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_518_certificate_518",125,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f0133379","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
