"certificate","volume_MWh","order_folder","contract","minerID","contract_country","certificate_country","country_match","contract_region","certificate_region","region_match","contract_start","certificate_start","start_match","contract_end","certificate_end","end_match","cert_within_contract","country_region_and_certWithinContract"
"20220429_SP_delivery_200_certificate_200",18,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f097687","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_201_certificate_201",10,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f097840","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_202_certificate_202",362,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f099239","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_203_certificate_203",21,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f099369","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_204_certificate_204",9,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f099387","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_205_certificate_205",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f099705","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_206_certificate_206",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0101018","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_207_certificate_207",45,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0102358","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_208_certificate_208",72,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0102374","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_209_certificate_209",123,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0102376","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_210_certificate_210",76,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0102641","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_211_certificate_211",6,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0103396","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_212_certificate_212",43,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0103710","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_213_certificate_213",72,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0103851","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_214_certificate_214",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0107753","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_215_certificate_215",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0108672","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_216_certificate_216",21,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0109606","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_217_certificate_217",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0109743","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_218_certificate_218",7,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0110110","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_219_certificate_219",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0110133","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_220_certificate_220",38,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0110442","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_221_certificate_221",20,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0110936","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_222_certificate_222",7,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0110944","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_223_certificate_223",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0111174","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_224_certificate_224",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0113008","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_225_certificate_225",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0114338","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_226_certificate_226",60,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0114868","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_227_certificate_227",90,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0115117","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_228_certificate_228",87,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0116628","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_229_certificate_229",26,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0117450","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_230_certificate_230",173,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0118360","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_231_certificate_231",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0118917","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_232_certificate_232",136,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0119997","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_233_certificate_233",57,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0120983","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_234_certificate_234",62,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0121602","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_235_certificate_235",4,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0121768","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_236_certificate_236",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0123522","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_237_certificate_237",46,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0123931","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_238_certificate_238",12,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0124944","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_239_certificate_239",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0128381","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_240_certificate_240",39,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0128788","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_241_certificate_241",132,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0129403","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_242_certificate_242",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0130912","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_243_certificate_243",14,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0131419","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_244_certificate_244",673,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0132618","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_245_certificate_245",18,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0133379","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_246_certificate_246",2467,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0133509","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_247_certificate_247",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0133886","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_248_certificate_248",11,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0134286","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_249_certificate_249",110,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0135934","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_250_certificate_250",16,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0136014","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_251_certificate_251",64,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0136033","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_252_certificate_252",434,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0137019","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_253_certificate_253",233,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0141446","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_254_certificate_254",61,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0141614","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_255_certificate_255",193,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0143110","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_256_certificate_256",58,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0144194","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_257_certificate_257",1090,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0144313","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_258_certificate_258",19,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0145313","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_259_certificate_259",279,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0146393","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_260_certificate_260",22,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0146751","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_261_certificate_261",90,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0148627","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_262_certificate_262",42,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0149026","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_263_certificate_263",6,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0149132","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_264_certificate_264",227,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0151371","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_265_certificate_265",38,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0151692","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_266_certificate_266",35,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0152854","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_267_certificate_267",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0152943","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_268_certificate_268",283,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0153176","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_269_certificate_269",159,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0153804","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_270_certificate_270",105,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0153960","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_271_certificate_271",39,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0154238","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_272_certificate_272",6,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0155258","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_273_certificate_273",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0155687","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_274_certificate_274",214,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0157941","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_275_certificate_275",33,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0158142","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_276_certificate_276",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0158666","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_277_certificate_277",81,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0158950","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_278_certificate_278",30,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0158993","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_279_certificate_279",119,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0159380","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_280_certificate_280",36,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0159649","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_281_certificate_281",6,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0159961","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_282_certificate_282",147,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0160137","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_283_certificate_283",5,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0161916","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_284_certificate_284",156,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0162183","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_285_certificate_285",25,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0164291","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_286_certificate_286",8,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0167137","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_287_certificate_287",29,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0172300","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_288_certificate_288",54,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0199223","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_289_certificate_289",5,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0215370","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_290_certificate_290",11,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0216138","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_291_certificate_291",285,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0216849","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_292_certificate_292",123,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0217771","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_293_certificate_293",74,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0218559","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_294_certificate_294",785,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0219106","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_295_certificate_295",90,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0220004","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_296_certificate_296",633,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0222674","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_297_certificate_297",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0223663","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_298_certificate_298",59,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0224984","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_299_certificate_299",24,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0227567","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_300_certificate_300",21,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0228232","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_301_certificate_301",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0231112","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_302_certificate_302",58,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0232459","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_303_certificate_303",4,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0232650","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_304_certificate_304",4,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0238968","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_305_certificate_305",23,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0239688","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_306_certificate_306",96,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0240035","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_307_certificate_307",142,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0240392","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_308_certificate_308",89,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0241764","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_309_certificate_309",91,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0241858","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_310_certificate_310",169,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0391212","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_311_certificate_311",36,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0391214","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_312_certificate_312",43,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0396188","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_313_certificate_313",10,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0396846","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_314_certificate_314",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0397083","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_315_certificate_315",55,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0397802","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_316_certificate_316",272,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0397837","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_317_certificate_317",192,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0399814","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_318_certificate_318",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0400103","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
