"transaction","contract_id","reportingStart","reportingEnd","country","region","contract_volume_MWh","allocation_id","minerID","miner locations","allocation_volume_MWh","energy_use"
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_236","f08094","CN-GD",130,52.95148084021392
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_237","f08103","CN-GD",6,2.4962392774152
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_238","f08157","CN-BJ",29,12.747616390350048
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_239","f08197","CN-GD",18,2.4325280719339197
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_240","f08257","CN-HA, CN-ZJ, SG",49,5.441388545219231
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_241","f08264","CN-JS",5,1.8195551264092802
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_242","f08383","CN-XJ, HK",610,77.11856791469322
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_243","f09002","CN-SN",1889,150.53578135555753
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_244","f09589","CN-HN",7,2.0007219421848
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_245","f09620","CN-SD",469,195.09245422546954
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_246","f09689","CN-SH, HK",13,8.272340755884095
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_247","f09693","CN-XJ",524,227.17791225792422
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_248","f09696","CN-XJ, HK",497,105.93187452801276
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_249","f09710","CN-GD",17,2.029235912218368
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_250","f010010","CN-JS",111,24.376225030029286
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_251","f010035","CN-JS, NL",598,272.5324702078369
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_252","f010048","CN-GD, CN-SH",16,1.788526086522624
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_253","f010241","CN-XX, HK",1024,123.89595733007131
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_254","f010247","CN-SD",4,0.306520861480704
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_255","f010253","CN-XJ, HK",1031,133.20100492675076
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_256","f010305","CN-HA",1,0.000167589317376
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_257","f010399","CN-GD",103,38.1501625114319
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_258","f010400","CN-LN",39,18.679584694220832
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_259","f010405","CN-GD",3,0.297935131836672
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_260","f010491","CN-BJ, CN-GD",6,0.41782183837725595
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_261","f010493","CN-SH",54,8.99591195091984
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_262","f010498","CN-GD",54,5.546612263823136
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_263","f010501","CN-JS, CN-SC, CN-ZJ",77,7.317890675110656
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_264","f010505","CN-HB",63,27.114052937269726
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_265","f010507","CN-ZJ",29,2.595404192258304
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_266","f010513","CN-CQ",63,24.81776456080819
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_267","f010523","CN-BJ",50,5.955072421625568
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_268","f010528","CN-CQ",42,16.447415954009376
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_269","f014233","CN-SH, SG",8,1.902800772591168
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_270","f014251","CN-JS",1124,108.88332255303293
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_271","f014327","CA, CN-ZJ, DE, JP, US-XX",23,2.423934537610752
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_272","f014386","CN-SC",1218,150.0260368053596
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_273","f014394","CN-JS",5,0.506219357102304
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_274","f014395","CN-GD, CN-XX, US-NJ",707,355.7118157775782
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_275","f014487","CN-SH, SG",3,0.26325703462579203
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_276","f014522","CN-SH",7,0.01302040081152
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_277","f014569","CN-JS",633,120.4896892307849
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_278","f014683","CN-GD, CN-XX",43,6.324974179298216
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_279","f015233","CN-JS",69,30.54199933394688
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_280","f015685","CN-SH",3,0.267994177931616
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_281","f015877","CN-ZJ",136,25.145842562118528
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_282","f015885","CN-XX, CN-ZJ",535,295.35639604722695
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_283","f015922","CN-NM, DE",24,2.9161090985498883
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_284","f015932","CN-NM, CN-SD",1654,743.7697473251529
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_285","f015942","CA, CN-ZJ, DE, JP, US-XX",19,0.724604642390016
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_286","f016276","CN-BJ, CN-XX",2,0.089544261422592
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_14","2020-01-01","2020-12-31","CN",,103367,"20220501_ACT_PL_transaction_1_allocation_287","f016398","CN-SH, US-VA",2004,287.97072317833255
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_288","f01012","CN-ZJ, HK",1651,1051.4058677040466
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_289","f01152","CN-BJ",15,0.48304397862144
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_290","f01155","CN-SH",193,127.76098007831753
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_291","f01231","CN-SH, US-VA",859,360.2089265455584
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_292","f01241","CN-XJ",220,141.84623235694454
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_293","f01272","CN-JS",1037,631.7093084859385
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_294","f01279","CN-SC",10,5.967571979068416
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_295","f01280","CN-JS",371,234.3298556811606
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_296","f01287","CN-ZJ",106,64.5638997367597
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_297","f01289","CN-ZJ",165,105.93184983665967
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_298","f01314","CN-ZJ",317,209.4615392537177
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_299","f01782","CN-SH",1772,1159.9256416543742
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_300","f01799","CN-SD, SG",8,3.9124595586355198
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_301","f01800","CN-SC",1517,1000.9862572225119
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_302","f02381","CN-GD",10,3.326996020034304
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_303","f02399","CN-SH",164,102.84811700435309
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_304","f02405","CN-GD",70,43.98790133494224
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_305","f02415","CN-GD, HK",76,49.12987918782628
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_306","f02416","CN-GD",874,538.2552937920146
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_307","f02419","CN-SH",44,25.872055098792096
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_308","f02421","CN-SC, SG",35,4.953202184063808
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_309","f02422","CN-SN",676,445.23861658458867
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_310","f02425","CN-JS, IN",422,269.73826625118215
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_311","f02438","CN-GD, JP",3329,2134.166541023231
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_312","f02490","CN-CQ, DE",151,93.01423288473057
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_313","f02501","CN-XJ, HK",173,108.34277650418153
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_314","f02514","CN-XJ, HK",284,183.4023911206873
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_315","f02520","CN-GD, DE, HK",992,649.4898280420995
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_316","f02528","CN-NM, DE",2139,1241.7890643351247
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_317","f02529","CN-CQ, DE",19,8.4174957523584
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_318","f02609","CN-SH, DE",544,295.6439882283588
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_319","f02613","CN-CQ, DE",16,9.149461433227009
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_320","f02622","CN-XJ, HK",172,111.6733474944139
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_321","f02623","CN-XJ, HK",165,106.79479507119089
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_322","f02625","CN-SH",123,80.37545664093504
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_323","f02633","CN-GD, HK",70,45.32838463292098
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_324","f02645","CN-GD, HK",69,43.67800773844934
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_325","f02654","CN-SH",1,0.181692603007488
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_326","f02668","CN-SC",1,0
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_327","f02723","CN-AH",428,256.50388660915803
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_328","f02838","CN-SC",302,186.58198025032132
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_329","f03000","CN-SC",72,40.5430403033112
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_330","f03002","CN-CQ, DE",4,1.6144781346846722
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_331","f03134","CN-TJ",132,59.59764053101445
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_332","f03143","CN-BJ, CN-HE, HK",65,22.46009471372736
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_333","f03249","CN-GD",49,20.87508089964749
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_334","f03273","CN-XJ, HK",208,134.54342731586019
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_335","f03274","CN-XJ, HK",202,126.53589854256853
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_336","f03275","CN-XJ, HK",188,121.4937301996553
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_337","f03325","CN-GD, US-CA",7,4.273297102655808
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_338","f03328","CN-HA",220,145.1074088491769
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_339","f03339","CN-JS, CN-SC, CN-SH, CN-XX",113,73.41049984812497
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_340","f03345","CN-FJ",11,6.513693998452991
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_341","f03347","CN-GD, CN-JL, HK, US-XX",256,166.42483840672455
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_342","f03358","CN-NM",7,4.265534871797761
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_343","f03363","CN-NM",62,25.09468552411872
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_344","f03364","CN-NM",66,40.24450768410643
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_345","f03482","CN-JS",256,162.54835830816415
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_346","f03491","CN-GD, HK",73,47.378144596492795
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_347","f04443","CN-SH",1,0.44372494646784005
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_348","f05315","CN-XJ, HK",232,150.5635318791936
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_349","f05316","CN-XJ, HK",253,163.7195539429412
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_350","f05317","CN-XJ, HK",221,141.06833368421988
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_351","f07819","CN-JS",2,0.30015246742041596
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_352","f07830","BE, CN-GD",2741,1806.8181709316723
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_353","f07850","CN-XJ, HK",206,132.94867315468204
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_354","f07919","CN-HB, CN-HN, CN-SH, HK",72,26.708331554465474
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_355","f07945","CN-GD",23,10.095021458269345
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_356","f07969","CN-ZJ",8,4.676567009891328
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_357","f07990","CN-GD, HK",66,42.345050651112956
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_358","f08019","CN-SD",18,11.192439669470208
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_359","f08025","CN-GD, HK",73,46.873326898098426
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_360","f08094","CN-GD",86,53.88412711037136
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_361","f08103","CN-GD",2,0.934361804320704
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_362","f08157","CN-BJ",121,79.73165795509689
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_363","f08197","CN-GD",5,2.3995309547036157
"20220501_ACT_PL_transaction_1","20220501_ACT_PL_transaction_1_contract_15","2021-01-01","2021-03-31","CN",,92561,"20220501_ACT_PL_transaction_1_allocation_364","f08257","CN-HA, CN-ZJ, SG",25,12.536632815280129
